Trial,1,Sim Type,3,Distance Weight,1,Random Seed,15,Min Iterations,1500,Distance cost,0.6770261804553319,Manip Cost,0.49560255475773973,Total cost,0.6431748714325652,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,0.0,0.0,1.0,1.0,4.929011016e-11,3.074116312111196e-05,2.792220057014656e-05,2.876640846206771e-05,2.949217603231272e-05,2.815522274469446e-05,2.811921445587732e-05,2.807648559059152e-05,2.80270664352527e-05,2.797099014289325e-05,2.790829262591732e-05,2.783901256155172e-05,2.776319140210309e-05,2.768087336349559e-05
Distance to Last Node,0.0,0.1,0.087,0.05,0.119,0.095,0.05,0.103,0.023,0.022,0.022,0.04,0.015,0.015,0.015,0.016,0.016,0.016,0.016,0.016
Total Cost,0.0,0.0767,0.14362,0.1821,0.27375,0.34715,0.38564,0.46504,0.48278,0.49937,0.5164,0.54714,0.55877,0.57052,0.58238,0.59435,0.60642,0.61858,0.63084,0.64317
Joint 5: ,-1.7,-1.59,-1.906,-2.07,-2.031,-1.991,-2.242,-2.463,-2.393,-2.323,-2.415,-2.326
Joint 6: ,0.5,0.576,0.176,-1.22,-0.398,0.424,-0.376,-0.177,-1.313,-2.448,-3.472,-3.439
Trial,33,Sim Type,3,Distance Weight,1,Random Seed,495,Min Iterations,1500,Distance cost,0.6741246097803693,Manip Cost,0.7258919325858517,Total cost,0.6404183792913508,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,0.0,3.002384414273652e-05,1.0,3.004582087e-11,0.0,0.0,0.0,0.0,0.0,2.039312402794671e-05,2.26172403997766e-05,1.906263072388337e-05,1.502446283641358e-05,6.109760022e-11,6.229808289e-11
Distance to Last Node,0.0,0.098,0.095,0.097,0.098,0.053,0.039,0.027,0.03,0.03,0.109,0.015,0.014,0.028,0.032,0.033,0.033
Total Cost,0.0,0.07556,0.14874,0.22375,0.29937,0.34024,0.37006,0.39117,0.41421,0.43714,0.52098,0.53284,0.54325,0.56493,0.58972,0.61478,0.64042
Joint 0: ,0.4,0.149,-0.021,-0.202,-0.268,-0.202,-0.137,-0.071,-0.125,-0.179,-0.422,-0.428,-0.434,-0.447,-0.472,-0.498,-0.524
Joint 1: ,-1.45,-1.341,-1.286,-1.402,-1.202,-1.24,-1.279,-1.318,-1.338,-1.359,-1.27,-1.328,-1.386,-1.369,-1.352,-1.334,-1.317
Joint 2: ,1.0,1.008,1.036,1.301,1.002,0.88,0.758,0.636,0.641,0.646,0.639,0.727,0.816,0.664,0.509,0.355,0.2
Joint 3: ,-0.4,-0.806,-0.904,-0.851,-0.864,-0.755,-0.646,-0.537,-0.482,-0.427,-0.677,-0.617,-0.557,-0.56,-0.546,-0.533,-0.519
Joint 4: ,-0.1,-0.135,-0.184,-0.373,-0.305,-0.525,-0.745,-0.965,-0.895,-0.824,-0.717,-0.916,-1.116,-1.01,-0.85,-0.69,-0.53
Joint 5: ,-1.7,-1.605,-1.685,-1.896,-1.927,-2.095,-2.264,-2.433,-2.412,-2.392,-2.193,-2.308,-2.423,-2.32,-2.224,-2.128,-2.032
Joint 6: ,0.5,0.421,0.23,-0.857,-0.036,-1.299,-2.562,-3.826,-2.631,-1.437,-0.976,-1.834,-2.691,-1.464,-0.082,1.3,2.682
Trial,34,Sim Type,3,Distance Weight,1,Random Seed,510,Min Iterations,1500,Distance cost,0.6578962846395527,Manip Cost,0.356981046015027,Total cost,0.625001470407575,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.416485834e-11,2.627741805e-11,0.0,1.0,1.0,1.0,1.0,1.0,2.290256558611015e-05,2.356138429516134e-05
Distance to Last Node,0.0,0.099,0.099,0.099,0.096,0.05,0.122,0.041,0.093,0.056,0.057
Total Cost,0.0,0.07611,0.15198,0.2279,0.30199,0.34047,0.43455,0.46623,0.53807,0.58088,0.625
Joint 0: ,0.4,0.158,-0.057,-0.258,-0.438,-0.442,-0.364,-0.473,-0.579,-0.614,-0.649
Joint 1: ,-1.45,-1.388,-1.349,-1.253,-1.163,-1.115,-0.993,-1.009,-1.215,-1.299,-1.383
Joint 2: ,1.0,1.057,1.064,1.008,1.037,0.939,0.423,0.672,0.84,0.851,0.862
Joint 3: ,-0.4,-0.695,-0.954,-1.146,-1.235,-1.177,-1.055,-1.135,-0.857,-0.68,-0.504
Joint 4: ,-0.1,-0.077,-0.043,-0.043,-0.13,-0.159,-0.231,-0.641,-0.937,-1.011,-1.085
Joint 5: ,-1.7,-1.707,-1.747,-1.716,-1.776,-1.936,-1.911,-1.776,-2.145,-2.162,-2.18
Joint 6: ,0.5,0.311,0.313,0.392,0.23,0.35,1.317,0.235,-0.751,-2.109,-3.468
Trial,35,Sim Type,3,Distance Weight,1,Random Seed,525,Min Iterations,1500,Distance cost,0.6782969712417509,Manip Cost,0.45143616457770686,Total cost,0.6443821226796633,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,3.069560611e-11,0.0,1.0,1.0,1.0,1.0,0.0,2.317315255260368e-05,2.136455544511002e-05,2.238718525168772e-05,2.33675161941543e-05,2.430221913806224e-05
Distance to Last Node,0.0,0.094,0.097,0.05,0.12,0.05,0.087,0.089,0.051,0.04,0.057,0.033,0.034,0.035
Total Cost,0.0,0.07221,0.14674,0.18522,0.27738,0.31586,0.38316,0.45139,0.49027,0.52087,0.5651,0.59087,0.6173,0.64438
Joint 0: ,0.4,0.198,-0.03,-0.126,-0.232,-0.269,-0.241,-0.455,-0.443,-0.432,-0.526,-0.569,-0.612,-0.654
Joint 1: ,-1.45,-1.356,-1.234,-1.216,-1.104,-1.085,-1.036,-1.172,-1.259,-1.346,-1.327,-1.347,-1.368,-1.389
Joint 2: ,1.0,0.968,0.966,0.955,0.832,0.732,0.438,0.702,0.777,0.851,0.771,0.813,0.856,0.898
Joint 3: ,-0.4,-0.714,-1.039,-1.094,-1.13,-1.135,-0.999,-0.675,-0.565,-0.455,-0.574,-0.55,-0.527,-0.503
Joint 4: ,-0.1,-0.097,-0.143,-0.141,-0.167,-0.181,-0.187,-0.116,-0.489,-0.861,-0.817,-0.917,-1.017,-1.117
Joint 5: ,-1.7,-1.712,-1.59,-1.597,-1.862,-1.912,-2.026,-2.17,-2.342,-2.514,-2.341,-2.29,-2.24,-2.189
Joint 6: ,0.5,0.555,0.49,0.476,0.619,0.75,1.277,0.62,-0.357,-1.335,-0.39,-1.414,-2.439,-3.463
Trial,36,Sim Type,3,Distance Weight,1,Random Seed,540,Min Iterations,1500,Distance cost,0.6436047575664888,Manip Cost,0.4676528443628415,Total cost,0.6114245196881644,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.794692726726555e-05,2.752307796147367e-05,1.656770782e-11,2.84420313027244e-05,2.78460091761717e-05,2.88470423114414e-05,2.670078869233075e-05,2.93772141374538e-05,2.67224837193382e-05,2.251011141436539e-05,1.724895596340201e-05,1.121301301991818e-05
Distance to Last Node,0.0,0.091,0.098,0.05,0.098,0.05,0.12,0.039,0.115,0.035,0.03,0.033,0.036
Total Cost,0.0,0.07019,0.14565,0.18413,0.2594,0.29789,0.39024,0.42053,0.50909,0.53587,0.55879,0.58387,0.61142
Joint 0: ,0.4,0.274,0.059,-0.055,-0.212,-0.303,-0.312,-0.348,-0.604,-0.616,-0.598,-0.579,-0.561
Joint 1: ,-1.45,-1.499,-1.432,-1.4,-1.438,-1.384,-1.504,-1.393,-1.43,-1.399,-1.375,-1.351,-1.327
Joint 2: ,1.0,1.093,1.076,1.038,1.14,1.112,1.159,1.033,1.221,1.032,0.813,0.594,0.375
Joint 3: ,-0.4,-0.404,-0.674,-0.792,-0.876,-0.962,-0.744,-0.889,-0.622,-0.594,-0.568,-0.541,-0.515
Joint 4: ,-0.1,-0.115,-0.176,-0.17,-0.352,-0.447,-1.0,-1.219,-0.983,-0.896,-0.821,-0.747,-0.672
Joint 5: ,-1.7,-1.975,-1.962,-1.903,-2.097,-2.053,-2.586,-2.362,-2.214,-2.148,-2.12,-2.093,-2.065
Joint 6: ,0.5,-0.197,-0.34,-0.25,-0.852,-0.889,-1.937,-1.042,-2.192,-1.157,0.138,1.432,2.726
Trial,37,Sim Type,3,Distance Weight,1,Random Seed,555,Min Iterations,1500,Distance cost,0.6537157209045352,Manip Cost,0.6163399832046276,Total cost,0.6210299348593085,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,0.0,0.0,0.0,4.092058878e-11,2.562989518064602e-05,1.0,1.0,0.0,1.856617163000855e-05,2.300026419143186e-05
Distance to Last Node,0.0,0.099,0.05,0.088,0.098,0.094,0.099,0.122,0.076,0.023,0.027,0.032
Total Cost,0.0,0.07646,0.11495,0.18252,0.2578,0.33006,0.40633,0.49985,0.55846,0.57628,0.59672,0.62103
Joint 0: ,0.4,0.143,0.042,-0.002,-0.184,-0.362,-0.479,-0.573,-0.456,-0.519,-0.582,-0.645
Joint 1: ,-1.45,-1.409,-1.366,-1.389,-1.366,-1.25,-1.306,-1.039,-1.241,-1.287,-1.333,-1.379
Joint 2: ,1.0,1.071,1.025,0.97,1.018,0.985,0.996,0.484,0.277,0.463,0.649,0.836
Joint 3: ,-0.4,-0.741,-0.864,-0.765,-0.902,-1.078,-0.981,-1.132,-0.747,-0.666,-0.585,-0.504
Joint 4: ,-0.1,-0.107,-0.11,-0.264,-0.336,-0.286,-0.431,-0.249,-0.526,-0.705,-0.884,-1.062
Joint 5: ,-1.7,-1.68,-1.645,-1.857,-1.962,-1.972,-2.149,-1.55,-2.098,-2.123,-2.148,-2.173
Joint 6: ,0.5,0.207,0.299,0.066,-0.254,-0.137,-0.452,1.048,0.564,-0.782,-2.127,-3.473
Trial,38,Sim Type,3,Distance Weight,1,Random Seed,570,Min Iterations,1500,Distance cost,0.654500743302167,Manip Cost,0.5421567222155826,Total cost,0.6217757061370587,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.605933961463086e-05,0.0,0.0,0.0,2.82719691672659e-05,3.006481170851585e-05,3.045985370045732e-05,2.850553417113888e-05,2.821701722407122e-05,2.623283615399874e-05,2.378573265019072e-05,2.092104905404491e-05,1.769161987542086e-05
Distance to Last Node,0.0,0.098,0.09,0.05,0.083,0.1,0.098,0.05,0.096,0.111,0.009,0.007,0.007,0.008
Total Cost,0.0,0.07544,0.14505,0.18354,0.24737,0.32416,0.39973,0.43821,0.51208,0.5977,0.6046,0.61021,0.61556,0.62178
Joint 0: ,0.4,0.259,0.057,-0.02,-0.219,-0.395,-0.506,-0.551,-0.682,-0.75,-0.714,-0.679,-0.643,-0.607
Joint 1: ,-1.45,-1.457,-1.28,-1.279,-1.296,-1.322,-1.418,-1.444,-1.362,-1.371,-1.365,-1.36,-1.354,-1.349
Joint 2: ,1.0,0.981,0.878,0.919,1.1,1.174,1.298,1.335,1.173,1.145,1.012,0.879,0.745,0.612
Joint 3: ,-0.4,-0.429,-0.828,-0.813,-0.968,-0.973,-0.886,-0.833,-0.839,-0.669,-0.629,-0.589,-0.549,-0.509
Joint 4: ,-0.1,-0.075,-0.081,-0.125,-0.185,-0.287,-0.514,-0.667,-0.79,-1.101,-1.043,-0.985,-0.928,-0.87
Joint 5: ,-1.7,-1.867,-1.732,-1.818,-1.933,-2.043,-2.296,-2.4,-2.273,-2.153,-2.144,-2.135,-2.126,-2.117
Joint 6: ,0.5,0.574,0.878,0.662,0.101,-0.248,-0.888,-1.178,-0.829,-2.028,-0.827,0.373,1.574,2.774
Trial,39,Sim Type,3,Distance Weight,1,Random Seed,585,Min Iterations,1500,Distance cost,0.6913158131929215,Manip Cost,0.23716008564865923,Total cost,0.6567500225332753,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,1.0,1.0,1.0,1.0,1.0,2.760208218862826e-05,2.582538296011222e-05,2.697756950389344e-05
Distance to Last Node,0.0,0.099,0.115,0.098,0.083,0.119,0.05,0.119,0.119,0.05
Total Cost,0.0,0.07611,0.16478,0.24056,0.30425,0.39613,0.43461,0.52623,0.61816,0.65675
Joint 0: ,0.4,0.268,0.027,-0.11,-0.276,-0.543,-0.591,-0.668,-0.626,-0.673
Joint 1: ,-1.45,-1.28,-1.116,-1.142,-1.139,-1.166,-1.217,-1.288,-1.403,-1.413
Joint 2: ,1.0,0.927,0.929,0.918,1.091,1.107,1.074,1.14,0.978,1.045
Joint 3: ,-0.4,-0.735,-1.07,-1.092,-1.139,-1.261,-1.198,-0.944,-0.599,-0.501
Joint 4: ,-0.1,-0.007,-0.023,-0.155,-0.25,-0.356,-0.394,-0.741,-1.198,-1.249
Joint 5: ,-1.7,-1.814,-1.768,-1.874,-2.059,-1.962,-2.02,-2.183,-2.436,-2.229
Joint 6: ,0.5,0.93,0.872,0.641,0.161,0.017,-0.039,-0.655,-2.032,-3.448
Trial,40,Sim Type,3,Distance Weight,1,Random Seed,600,Min Iterations,1500,Distance cost,0.6717791303330161,Manip Cost,0.18998590950680058,Total cost,0.6381901738163652,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.58786395e-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.003695690502494e-05
Distance to Last Node,0.0,0.089,0.08,0.082,0.122,0.1,0.1,0.07,0.094,0.014,0.017,0.026,0.036
Total Cost,0.0,0.06872,0.13041,0.1933,0.28722,0.36404,0.44084,0.49436,0.5668,0.57756,0.59044,0.61031,0.63819
Joint 0: ,0.4,0.184,0.068,0.035,-0.111,-0.246,-0.406,-0.304,-0.312,-0.39,-0.468,-0.546,-0.624
Joint 1: ,-1.45,-1.357,-1.164,-1.053,-1.143,-1.121,-1.134,-1.164,-1.031,-1.113,-1.196,-1.278,-1.361
Joint 2: ,1.0,0.987,0.808,0.709,0.779,0.728,0.721,0.327,0.091,0.245,0.398,0.552,0.706
Joint 3: ,-0.4,-0.692,-0.95,-0.931,-0.796,-0.891,-0.917,-0.838,-1.137,-0.979,-0.822,-0.664,-0.507
Joint 4: ,-0.1,-0.093,-0.077,-0.18,-0.371,-0.457,-0.536,-0.532,-0.706,-0.767,-0.828,-0.889,-0.95
Joint 5: ,-1.7,-1.631,-1.525,-1.615,-1.861,-1.904,-1.86,-1.896,-1.372,-1.564,-1.756,-1.948,-2.14
Joint 6: ,0.5,0.58,1.114,1.154,0.449,0.337,0.125,1.352,2.249,0.814,-0.621,-2.056,-3.491
Trial,41,Sim Type,3,Distance Weight,1,Random Seed,615,Min Iterations,1500,Distance cost,0.6598730627736393,Manip Cost,0.4311031469662028,Total cost,0.6268794096349574,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.683448151674929e-05,0.0,0.0,3.080138495914654e-05,2.995969099909047e-05,1.0,1.0,2.399883764640982e-05,2.487871493747739e-05,2.563509310843198e-05
Distance to Last Node,0.0,0.05,0.114,0.098,0.125,0.098,0.114,0.1,0.039,0.038,0.039
Total Cost,0.0,0.03848,0.12621,0.20191,0.29776,0.37321,0.46114,0.53776,0.56757,0.59716,0.62688
Joint 0: ,0.4,0.291,0.049,-0.116,-0.334,-0.484,-0.462,-0.626,-0.638,-0.651,-0.664
Joint 1: ,-1.45,-1.445,-1.315,-1.264,-1.386,-1.319,-1.211,-1.189,-1.259,-1.33,-1.4
Joint 2: ,1.0,1.029,1.086,1.121,1.439,1.359,1.022,0.899,0.922,0.945,0.968
Joint 3: ,-0.4,-0.511,-0.877,-0.976,-0.925,-0.98,-0.979,-0.962,-0.809,-0.655,-0.502
Joint 4: ,-0.1,-0.097,-0.119,-0.189,-0.388,-0.563,-1.071,-0.943,-1.022,-1.1,-1.179
Joint 5: ,-1.7,-1.735,-1.777,-1.912,-2.198,-2.227,-2.198,-1.986,-2.06,-2.134,-2.208
Joint 6: ,0.5,0.353,0.276,0.063,-0.871,-0.89,-0.526,0.393,-0.889,-2.172,-3.455
Trial,42,Sim Type,3,Distance Weight,1,Random Seed,630,Min Iterations,1500,Distance cost,0.6609013551202643,Manip Cost,0.7161109421304719,Total cost,0.627856287364251,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.775410174799546e-05,2.802860556e-11,2.592632867e-11,0.0,2.563134610329434e-05,2.775537931e-11,0.0,0.0,1.509899155806404e-05,1.573076460206402e-05
Distance to Last Node,0.0,0.092,0.082,0.095,0.099,0.124,0.096,0.095,0.036,0.049,0.049
Total Cost,0.0,0.07081,0.13397,0.20687,0.28289,0.37815,0.45194,0.52512,0.55277,0.5903,0.62786
Joint 0: ,0.4,0.234,0.053,-0.016,-0.212,-0.344,-0.449,-0.357,-0.433,-0.513,-0.593
Joint 1: ,-1.45,-1.408,-1.313,-1.357,-1.312,-1.34,-1.269,-1.3,-1.35,-1.345,-1.341
Joint 2: ,1.0,1.098,1.037,0.972,0.997,0.984,0.821,0.301,0.489,0.513,0.537
Joint 3: ,-0.4,-0.536,-0.735,-0.636,-0.828,-0.735,-0.702,-0.539,-0.478,-0.494,-0.511
Joint 4: ,-0.1,-0.051,-0.077,-0.143,-0.26,-0.362,-0.376,-0.528,-0.724,-0.765,-0.807
Joint 5: ,-1.7,-1.876,-1.774,-1.989,-1.991,-2.277,-2.279,-2.294,-2.304,-2.202,-2.099
Joint 6: ,0.5,0.123,0.237,0.171,-0.124,-0.424,-0.099,1.219,-0.141,1.309,2.76
Trial,43,Sim Type,3,Distance Weight,1,Random Seed,645,Min Iterations,1500,Distance cost,0.6635491943038283,Manip Cost,0.4054171000948683,Total cost,0.6303717345886368,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.535823309320927e-05,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Distance to Last Node,0.0,0.099,0.098,0.05,0.096,0.099,0.121,0.096,0.05,0.062,0.048
Total Cost,0.0,0.07585,0.15156,0.19005,0.26361,0.34008,0.43348,0.50716,0.54564,0.59366,0.63037
Joint 0: ,0.4,0.24,0.038,-0.064,-0.23,-0.422,-0.468,-0.508,-0.516,-0.526,-0.535
Joint 1: ,-1.45,-1.425,-1.336,-1.319,-1.244,-1.177,-1.126,-1.016,-1.012,-1.166,-1.319
Joint 2: ,1.0,0.947,0.896,0.961,1.007,1.075,0.749,0.503,0.388,0.319,0.251
Joint 3: ,-0.4,-0.524,-0.789,-0.856,-0.973,-1.105,-1.121,-1.179,-1.136,-0.827,-0.518
Joint 4: ,-0.1,-0.121,-0.139,-0.146,-0.242,-0.312,-0.412,-0.52,-0.54,-0.555,-0.571
Joint 5: ,-1.7,-1.76,-1.706,-1.781,-1.87,-1.962,-2.009,-1.776,-1.658,-1.85,-2.041
Joint 6: ,0.5,0.564,0.636,0.431,0.144,-0.109,0.316,0.848,1.145,1.921,2.697
Trial,44,Sim Type,3,Distance Weight,1,Random Seed,660,Min Iterations,1500,Distance cost,0.6977217836569677,Manip Cost,0.47336897516121024,Total cost,0.6628356944741193,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,0.0,1.0,1.0,7.722645436e-11,3.14129066656044e-05,3.130702923316554e-05,2.961544891849798e-05,2.573178515296259e-05,2.745550630018582e-05,2.868627611465234e-05,2.970833582842671e-05,3.050867188380298e-05
Distance to Last Node,0.0,0.084,0.106,0.096,0.098,0.06,0.103,0.05,0.05,0.069,0.032,0.035,0.038,0.04
Total Cost,0.0,0.0648,0.14638,0.22042,0.29595,0.34229,0.42136,0.45984,0.49834,0.55108,0.57584,0.60306,0.63196,0.66284
Joint 0: ,0.4,0.385,0.119,-0.122,-0.302,-0.411,-0.535,-0.598,-0.61,-0.622,-0.621,-0.647,-0.674,-0.7
Joint 1: ,-1.45,-1.337,-1.221,-1.069,-1.084,-1.291,-1.474,-1.441,-1.356,-1.272,-1.34,-1.383,-1.426,-1.469
Joint 2: ,1.0,0.889,1.09,1.042,1.074,1.416,1.59,1.546,1.282,1.018,1.102,1.178,1.255,1.332
Joint 3: ,-0.4,-0.435,-0.828,-1.077,-1.143,-1.284,-1.275,-1.206,-1.04,-0.873,-0.806,-0.703,-0.6,-0.497
Joint 4: ,-0.1,-0.114,-0.298,-0.189,-0.273,-0.55,-0.795,-0.869,-0.85,-0.83,-1.111,-1.248,-1.384,-1.521
Joint 5: ,-1.7,-2.006,-1.988,-1.845,-1.932,-2.17,-2.526,-2.567,-2.425,-2.284,-2.362,-2.345,-2.328,-2.311
Joint 6: ,0.5,0.81,-0.099,0.153,-0.093,-0.909,-1.598,-1.567,-0.351,0.865,-0.391,-1.407,-2.423,-3.439
Trial,45,Sim Type,3,Distance Weight,1,Random Seed,675,Min Iterations,1500,Distance cost,0.6536727205307202,Manip Cost,0.6363636363636364,Total cost,0.6209890845041842,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.468319311e-11,0.0,2.840494505e-11,4.095892444e-11,4.0166534e-11,0.0,1.0,1.0,1.0,3.635840724e-11
Distance to Last Node,0.0,0.1,0.05,0.095,0.098,0.05,0.089,0.12,0.039,0.11,0.057
Total Cost,0.0,0.07684,0.11532,0.18814,0.26354,0.30202,0.37062,0.46289,0.49291,0.57721,0.62099
Joint 0: ,0.4,0.185,0.098,-0.062,-0.248,-0.274,-0.42,-0.537,-0.487,-0.307,-0.503
Joint 1: ,-1.45,-1.379,-1.333,-1.301,-1.269,-1.282,-1.249,-1.225,-1.229,-1.186,-1.315
Joint 2: ,1.0,0.971,0.919,0.993,0.968,0.951,0.978,0.88,0.565,-0.03,0.103
Joint 3: ,-0.4,-0.69,-0.785,-0.858,-1.004,-0.91,-0.98,-0.87,-0.782,-0.88,-0.522
Joint 4: ,-0.1,-0.107,-0.101,-0.155,-0.18,-0.257,-0.44,-0.473,-0.35,-0.618,-0.451
Joint 5: ,-1.7,-1.696,-1.691,-1.855,-1.879,-2.003,-2.032,-2.258,-2.296,-1.802,-2.016
Joint 6: ,0.5,0.504,0.634,0.293,0.239,0.124,-0.203,-0.104,1.272,2.616,2.657
Trial,46,Sim Type,3,Distance Weight,1,Random Seed,690,Min Iterations,1500,Distance cost,0.6472736571672665,Manip Cost,0.25,Total cost,0.6149099743089032,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,3.018339784e-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Distance to Last Node,0.0,0.1,0.095,0.05,0.091,0.05,0.098,0.117,0.05,0.04,0.066,0.042
Total Cost,0.0,0.07674,0.1497,0.18818,0.25816,0.29664,0.3724,0.46265,0.50113,0.5316,0.58272,0.61491
Joint 0: ,0.4,0.163,0.014,-0.093,-0.355,-0.372,-0.547,-0.606,-0.709,-0.665,-0.607,-0.549
Joint 1: ,-1.45,-1.382,-1.253,-1.168,-1.151,-1.114,-1.115,-1.103,-1.226,-1.079,-1.201,-1.323
Joint 2: ,1.0,1.009,0.921,0.894,1.063,0.943,0.987,0.769,0.964,0.692,0.503,0.315
Joint 3: ,-0.4,-0.746,-0.99,-1.141,-1.303,-1.305,-1.317,-1.137,-0.99,-1.105,-0.811,-0.516
Joint 4: ,-0.1,-0.126,-0.133,-0.122,-0.267,-0.278,-0.393,-0.432,-0.579,-0.638,-0.63,-0.623
Joint 5: ,-1.7,-1.661,-1.702,-1.629,-1.584,-1.67,-1.812,-1.903,-2.038,-1.672,-1.862,-2.053
Joint 6: ,0.5,0.354,0.511,0.585,0.046,0.204,-0.126,0.145,-0.622,0.59,1.65,2.711
Trial,47,Sim Type,3,Distance Weight,1,Random Seed,705,Min Iterations,1500,Distance cost,0.6620224615754253,Manip Cost,0.5429153667898671,Total cost,0.628921338496654,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.636124521808318e-05,0.0,1.616399139e-11,0.0,2.528969898e-11,2.320368679151243e-05,2.658064832894084e-05,2.90597954653628e-05,2.67738911508489e-05,2.385887246003776e-05,1.0,2.176234450100195e-05,2.301450338507507e-05,2.416825224353968e-05
Distance to Last Node,0.0,0.095,0.096,0.098,0.05,0.099,0.081,0.054,0.054,0.024,0.028,0.033,0.035,0.036,0.036
Total Cost,0.0,0.07275,0.14669,0.22197,0.26045,0.33641,0.39863,0.44024,0.48143,0.49973,0.52121,0.54629,0.57342,0.601,0.62892
Joint 0: ,0.4,0.218,0.132,0.035,-0.045,-0.132,-0.243,-0.364,-0.485,-0.512,-0.539,-0.565,-0.595,-0.624,-0.653
Joint 1: ,-1.45,-1.445,-1.397,-1.41,-1.377,-1.365,-1.409,-1.401,-1.394,-1.334,-1.274,-1.214,-1.272,-1.33,-1.387
Joint 2: ,1.0,1.0,0.767,0.764,0.733,0.685,0.84,1.023,1.206,1.057,0.909,0.76,0.804,0.848,0.892
Joint 3: ,-0.4,-0.606,-0.69,-0.637,-0.666,-0.582,-0.561,-0.672,-0.783,-0.802,-0.821,-0.839,-0.727,-0.615,-0.503
Joint 4: ,-0.1,-0.138,-0.126,-0.253,-0.255,-0.377,-0.566,-0.887,-1.208,-1.091,-0.974,-0.857,-0.942,-1.027,-1.112
Joint 5: ,-1.7,-1.734,-1.738,-1.981,-1.951,-2.097,-2.406,-2.352,-2.299,-2.15,-2.001,-1.853,-1.964,-2.076,-2.187
Joint 6: ,0.5,0.325,1.007,0.589,0.651,0.421,-0.67,-2.087,-3.505,-2.22,-0.935,0.35,-0.921,-2.193,-3.464
Trial,48,Sim Type,3,Distance Weight,1,Random Seed,720,Min Iterations,1500,Distance cost,0.6594031350057371,Manip Cost,0.5197914207007911,Total cost,0.6264329782554502,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.625371470672382e-05,0.0,0.0,1.0,0.0,3.811568543e-11,3.055011795215893e-05,0.0,0.0,1.0,1.0,1.0,1.778580605638508e-05,2.060294088841544e-05,2.318282015804932e-05
