Trial,1,Sim Type,3,Distance Weight,0.8,Random Seed,15,Min Iterations,1500,Distance cost,0.7030614111065402,Manip Cost,0.22391723940997368,Total cost,0.5343266724409705,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.339395579334518e-05
Distance to Last Node,0.0,0.1,0.087,0.073,0.097,0.095,0.095,0.069,0.114,0.029,0.11
Total Cost,0.0,0.12802,0.18264,0.19712,0.21966,0.27838,0.33669,0.37893,0.44897,0.4666,0.53433
Joint 5: ,-1.7,-1.735,-1.605,-1.687,-1.896,-1.9,-1.927,-1.894,-2.106,-2.247,-2.087,-2.111,-2.072,-2.032
Joint 6: ,0.5,0.614,0.421,0.397,-0.857,-0.464,-0.036,0.068,0.584,0.346,-0.364,0.742,1.712,2.682
Trial,34,Sim Type,3,Distance Weight,0.8,Random Seed,510,Min Iterations,1500,Distance cost,0.6601775883133819,Manip Cost,0.3075942656268557,Total cost,0.522025202495037,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.707358968757898e-05,0.0,4.952126507e-11,1.0,1.0,1.0,1.0,1.0,2.290256558611015e-05,2.356138429516134e-05
Distance to Last Node,0.0,0.05,0.098,0.098,0.099,0.1,0.122,0.041,0.093,0.056,0.057
Total Cost,0.0,0.06123,0.15052,0.20599,0.24884,0.27411,0.34937,0.37472,0.43219,0.46644,0.52203
Joint 0: ,0.4,0.279,0.061,-0.155,-0.389,-0.442,-0.364,-0.473,-0.579,-0.614,-0.649
Joint 1: ,-1.45,-1.438,-1.34,-1.29,-1.212,-1.115,-0.993,-1.009,-1.215,-1.299,-1.383
Joint 2: ,1.0,1.045,1.004,1.003,1.104,0.939,0.423,0.672,0.84,0.851,0.862
Joint 3: ,-0.4,-0.541,-0.828,-1.06,-1.253,-1.177,-1.055,-1.135,-0.857,-0.68,-0.504
Joint 4: ,-0.1,-0.093,-0.07,-0.045,-0.112,-0.159,-0.231,-0.641,-0.937,-1.011,-1.085
Joint 5: ,-1.7,-1.73,-1.699,-1.699,-1.705,-1.936,-1.911,-1.776,-2.145,-2.162,-2.18
Joint 6: ,0.5,0.312,0.444,0.421,0.151,0.35,1.317,0.235,-0.751,-2.109,-3.468
Trial,35,Sim Type,3,Distance Weight,0.8,Random Seed,525,Min Iterations,1500,Distance cost,0.6640049440203241,Manip Cost,0.27390919485257537,Total cost,0.5250826920775256,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.659260834043541e-05,0.0,0.0,3.069560611e-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.331135850316716e-05,2.411017168425894e-05
Distance to Last Node,0.0,0.05,0.05,0.05,0.05,0.121,0.05,0.099,0.042,0.047,0.047,0.052,0.045,0.042,0.039,0.036
Total Cost,0.0,0.06128,0.12053,0.14851,0.17561,0.23457,0.22847,0.28927,0.31494,0.34401,0.37325,0.40517,0.43257,0.45856,0.48261,0.52508
Joint 0: ,0.4,0.289,0.198,0.072,-0.03,-0.125,-0.232,-0.27,-0.373,-0.475,-0.593,-0.711,-0.659,-0.657,-0.655,-0.653
Joint 1: ,-1.45,-1.439,-1.356,-1.29,-1.234,-1.083,-1.104,-1.112,-1.162,-1.213,-1.142,-1.072,-1.197,-1.26,-1.324,-1.387
Joint 2: ,1.0,1.015,0.968,0.936,0.966,0.77,0.832,0.603,0.797,0.991,0.899,0.806,0.815,0.84,0.864,0.889
Joint 3: ,-0.4,-0.523,-0.714,-0.928,-1.039,-1.102,-1.13,-1.053,-1.011,-0.968,-1.085,-1.203,-0.984,-0.824,-0.664,-0.503
Joint 4: ,-0.1,-0.111,-0.097,-0.101,-0.143,-0.089,-0.167,-0.194,-0.433,-0.672,-0.602,-0.532,-0.708,-0.842,-0.975,-1.109
Joint 5: ,-1.7,-1.698,-1.712,-1.583,-1.59,-1.819,-1.862,-1.989,-2.039,-2.09,-1.726,-1.362,-1.788,-1.921,-2.054,-2.187
Joint 6: ,0.5,0.367,0.555,0.627,0.49,0.887,0.619,0.93,-0.08,-1.091,0.161,1.413,-0.029,-1.174,-2.319,-3.464
Trial,36,Sim Type,3,Distance Weight,0.8,Random Seed,540,Min Iterations,1500,Distance cost,0.6876622012333385,Manip Cost,0.25004172064060143,Total cost,0.5226232729373373,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.794692726726555e-05,2.752307796147367e-05,2.781598026602936e-05,2.78460091761717e-05,2.79670746211867e-05,1.0,1.0,1.0,1.0,1.877912236783085e-05
Distance to Last Node,0.0,0.091,0.098,0.099,0.1,0.099,0.034,0.078,0.072,0.112,0.066
Total Cost,0.0,0.0865,0.16803,0.21684,0.28119,0.33799,0.34312,0.36848,0.41261,0.48179,0.52262
Joint 0: ,0.4,0.274,0.059,-0.161,-0.303,-0.493,-0.363,-0.47,-0.583,-0.886,-0.615
Joint 1: ,-1.45,-1.499,-1.432,-1.426,-1.384,-1.297,-1.228,-1.12,-1.095,-1.186,-1.354
Joint 2: ,1.0,1.093,1.076,1.098,1.112,1.163,0.823,0.899,0.748,0.989,0.655
Joint 3: ,-0.4,-0.404,-0.674,-0.878,-0.962,-1.086,-0.972,-1.207,-1.113,-0.887,-0.508
Joint 4: ,-0.1,-0.115,-0.176,-0.252,-0.447,-0.452,-0.474,-0.975,-0.754,-0.66,-0.906
Joint 5: ,-1.7,-1.975,-1.962,-1.923,-2.053,-2.119,-2.181,-2.075,-1.94,-1.907,-2.127
Joint 6: ,0.5,-0.197,-0.34,-0.557,-0.889,-1.025,-0.232,-0.078,-0.88,-2.173,-3.5
Trial,37,Sim Type,3,Distance Weight,0.8,Random Seed,555,Min Iterations,1500,Distance cost,0.6702382266696623,Manip Cost,0.561626960388862,Total cost,0.5494800057835537,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.684476621271964e-05,0.0,0.0,0.0,0.0,4.092058878e-11,2.563580856978356e-05,2.542047070584185e-05,1.0,1.0,2.376131234340494e-05,2.342796099039511e-05
Distance to Last Node,0.0,0.05,0.099,0.088,0.098,0.05,0.05,0.05,0.097,0.091,0.037,0.062,0.056
Total Cost,0.0,0.06126,0.14816,0.20435,0.27504,0.30367,0.3251,0.34189,0.40292,0.45116,0.43719,0.47513,0.54948
Joint 0: ,0.4,0.265,0.042,-0.002,-0.184,-0.261,-0.362,-0.435,-0.539,-0.658,-0.706,-0.677,-0.648
Joint 1: ,-1.45,-1.43,-1.366,-1.389,-1.366,-1.307,-1.25,-1.281,-1.264,-1.231,-1.247,-1.315,-1.382
Joint 2: ,1.0,1.032,1.025,0.97,1.018,1.012,0.985,1.007,1.002,0.825,0.924,0.89,0.856
Joint 3: ,-0.4,-0.592,-0.864,-0.765,-0.902,-0.945,-1.078,-1.063,-0.973,-0.939,-0.921,-0.712,-0.504
Joint 4: ,-0.1,-0.097,-0.11,-0.264,-0.336,-0.277,-0.286,-0.379,-0.502,-0.439,-0.675,-0.878,-1.08
Joint 5: ,-1.7,-1.673,-1.645,-1.857,-1.962,-2.005,-1.972,-2.032,-2.206,-2.148,-2.188,-2.183,-2.178
Joint 6: ,0.5,0.363,0.299,0.066,-0.254,-0.178,-0.137,-0.336,-0.555,-0.213,-1.573,-2.522,-3.47
Trial,38,Sim Type,3,Distance Weight,0.8,Random Seed,570,Min Iterations,1500,Distance cost,0.6782169630645473,Manip Cost,0.5178202056645693,Total cost,0.5494167032404526,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.605933961463086e-05,2.897516002e-11,0.0,0.0,2.82719691672659e-05,3.006481170851585e-05,2.97421590107591e-05,2.84086756480255e-05,1.0,2.195868297443957e-05,1.769161987542086e-05
Distance to Last Node,0.0,0.098,0.05,0.098,0.083,0.1,0.098,0.098,0.079,0.056,0.043,0.034
Total Cost,0.0,0.09091,0.15589,0.19792,0.25269,0.31256,0.37119,0.45902,0.4843,0.49739,0.49453,0.54942
Joint 0: ,0.4,0.259,0.109,-0.02,-0.219,-0.395,-0.506,-0.674,-0.769,-0.751,-0.679,-0.607
Joint 1: ,-1.45,-1.457,-1.288,-1.279,-1.296,-1.322,-1.418,-1.347,-1.269,-1.258,-1.303,-1.349
Joint 2: ,1.0,0.981,0.921,0.919,1.1,1.174,1.298,1.304,1.222,0.996,0.804,0.612
Joint 3: ,-0.4,-0.429,-0.817,-0.813,-0.968,-0.973,-0.886,-1.0,-0.94,-0.844,-0.677,-0.509
Joint 4: ,-0.1,-0.075,-0.061,-0.125,-0.185,-0.287,-0.514,-0.837,-0.85,-0.866,-0.868,-0.87
Joint 5: ,-1.7,-1.867,-1.637,-1.818,-1.933,-2.043,-2.296,-2.232,-2.226,-2.165,-2.141,-2.117
Joint 6: ,0.5,0.574,0.856,0.662,0.101,-0.248,-0.888,-1.134,-0.946,0.082,1.428,2.774
Trial,39,Sim Type,3,Distance Weight,0.8,Random Seed,585,Min Iterations,1500,Distance cost,0.7186185701736503,Manip Cost,0.2108174765055152,Total cost,0.5622353599157071,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.760208218862826e-05,1.0,1.0,1.0,1.0,2.496083412933532e-05,2.697756950389344e-05
Distance to Last Node,0.0,0.05,0.05,0.081,0.097,0.05,0.083,0.119,0.05,0.119,0.042,0.056,0.022,0.02,0.022,0.026
Total Cost,0.0,0.09745,0.12438,0.14805,0.17128,0.20207,0.25302,0.32652,0.35731,0.4306,0.47071,0.4907,0.50455,0.51688,0.53023,0.56224
Joint 0: ,0.4,0.252,0.268,0.131,-0.057,-0.11,-0.276,-0.543,-0.591,-0.668,-0.654,-0.64,-0.648,-0.657,-0.665,-0.673
Joint 1: ,-1.45,-1.367,-1.28,-1.152,-1.152,-1.142,-1.139,-1.166,-1.217,-1.288,-1.175,-1.063,-1.151,-1.238,-1.326,-1.413
Joint 2: ,1.0,1.042,0.927,0.953,0.962,0.918,1.091,1.107,1.074,1.14,0.904,0.668,0.762,0.856,0.951,1.045
Joint 3: ,-0.4,-0.689,-0.735,-0.904,-1.077,-1.092,-1.139,-1.261,-1.198,-0.944,-1.056,-1.169,-1.002,-0.835,-0.668,-0.501
Joint 4: ,-0.1,-0.073,-0.007,-0.011,-0.107,-0.155,-0.25,-0.356,-0.394,-0.741,-0.828,-0.916,-0.999,-1.083,-1.166,-1.249
Joint 5: ,-1.7,-1.618,-1.814,-1.844,-1.797,-1.874,-2.059,-1.962,-2.02,-2.183,-1.85,-1.517,-1.695,-1.873,-2.051,-2.229
Joint 6: ,0.5,0.463,0.93,0.862,0.651,0.641,0.161,0.017,-0.039,-0.655,0.703,2.06,0.683,-0.694,-2.071,-3.448
Trial,40,Sim Type,3,Distance Weight,0.8,Random Seed,600,Min Iterations,1500,Distance cost,0.6652324934500697,Manip Cost,0.1495439944765032,Total cost,0.5146535984782296,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.58786395e-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.809043266610828e-05,2.003695690502494e-05
Distance to Last Node,0.0,0.089,0.08,0.082,0.122,0.1,0.1,0.07,0.097,0.019,0.02,0.021,0.022
Total Cost,0.0,0.12164,0.13499,0.15464,0.22978,0.29123,0.35267,0.39549,0.455,0.46695,0.47943,0.49232,0.51465
Joint 0: ,0.4,0.184,0.068,0.035,-0.111,-0.246,-0.406,-0.304,-0.58,-0.591,-0.602,-0.613,-0.624
Joint 1: ,-1.45,-1.357,-1.164,-1.053,-1.143,-1.121,-1.134,-1.164,-1.104,-1.168,-1.232,-1.296,-1.361
Joint 2: ,1.0,0.987,0.808,0.709,0.779,0.728,0.721,0.327,0.43,0.499,0.568,0.637,0.706
Joint 3: ,-0.4,-0.692,-0.95,-0.931,-0.796,-0.891,-0.917,-0.838,-0.922,-0.818,-0.714,-0.611,-0.507
Joint 4: ,-0.1,-0.093,-0.077,-0.18,-0.371,-0.457,-0.536,-0.532,-0.408,-0.543,-0.679,-0.814,-0.95
Joint 5: ,-1.7,-1.631,-1.525,-1.615,-1.861,-1.904,-1.86,-1.896,-1.657,-1.778,-1.898,-2.019,-2.14
Joint 6: ,0.5,0.58,1.114,1.154,0.449,0.337,0.125,1.352,1.188,0.018,-1.151,-2.321,-3.491
Trial,41,Sim Type,3,Distance Weight,0.8,Random Seed,615,Min Iterations,1500,Distance cost,0.6612989665171434,Manip Cost,0.3944392573029007,Total cost,0.5328021948178893,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.683448151674929e-05,0.0,0.0,3.080138495914654e-05,3.040851482115656e-05,2.995969099909047e-05,1.0,1.0,1.0,2.454570002042074e-05,2.514882559773092e-05
Distance to Last Node,0.0,0.05,0.114,0.098,0.125,0.05,0.05,0.114,0.1,0.039,0.038,0.038
Total Cost,0.0,0.06126,0.16202,0.21261,0.27916,0.3263,0.34876,0.40494,0.43142,0.45539,0.47905,0.5328
Joint 0: ,0.4,0.291,0.049,-0.116,-0.334,-0.4,-0.484,-0.462,-0.626,-0.637,-0.649,-0.66
Joint 1: ,-1.45,-1.445,-1.315,-1.264,-1.386,-1.361,-1.319,-1.211,-1.189,-1.258,-1.327,-1.396
Joint 2: ,1.0,1.029,1.086,1.121,1.439,1.387,1.359,1.022,0.899,0.913,0.928,0.942
Joint 3: ,-0.4,-0.511,-0.877,-0.976,-0.925,-0.936,-0.98,-0.979,-0.962,-0.809,-0.656,-0.502
Joint 4: ,-0.1,-0.097,-0.119,-0.189,-0.388,-0.492,-0.563,-1.071,-0.943,-1.014,-1.085,-1.156
Joint 5: ,-1.7,-1.735,-1.777,-1.912,-2.198,-2.215,-2.227,-2.198,-1.986,-2.058,-2.129,-2.201
Joint 6: ,0.5,0.353,0.276,0.063,-0.871,-0.881,-0.89,-0.526,0.393,-0.89,-2.174,-3.458
Trial,42,Sim Type,3,Distance Weight,0.8,Random Seed,630,Min Iterations,1500,Distance cost,0.6721512398670062,Manip Cost,0.4946660249304129,Total cost,0.5108349422989247,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.775410174799546e-05,2.802860556e-11,2.592632867e-11,0.0,0.0,2.703447933e-11,1.0,1.0,1.0,1.0,1.573076460206402e-05
Distance to Last Node,0.0,0.092,0.082,0.095,0.05,0.05,0.05,0.096,0.121,0.041,0.045,0.108
Total Cost,0.0,0.08702,0.15894,0.21593,0.2593,0.28662,0.31718,0.36772,0.39164,0.41678,0.44441,0.51083
Joint 0: ,0.4,0.234,0.053,-0.016,-0.111,-0.212,-0.284,-0.439,-0.38,-0.385,-0.389,-0.593
Joint 1: ,-1.45,-1.408,-1.313,-1.357,-1.319,-1.312,-1.317,-1.247,-1.119,-1.071,-1.024,-1.341
Joint 2: ,1.0,1.098,1.037,0.972,0.968,0.997,0.987,0.944,0.612,0.381,0.149,0.537
Joint 3: ,-0.4,-0.536,-0.735,-0.636,-0.737,-0.828,-0.855,-1.053,-1.031,-1.041,-1.051,-0.511
Joint 4: ,-0.1,-0.051,-0.077,-0.143,-0.173,-0.26,-0.325,-0.4,-0.83,-0.625,-0.42,-0.807
Joint 5: ,-1.7,-1.876,-1.774,-1.989,-2.001,-1.991,-2.021,-2.08,-2.12,-1.908,-1.696,-2.099
Joint 6: ,0.5,0.123,0.237,0.171,0.108,-0.124,-0.238,-0.295,0.012,0.884,1.756,2.76
Trial,43,Sim Type,3,Distance Weight,0.8,Random Seed,645,Min Iterations,1500,Distance cost,0.6649082174278278,Manip Cost,0.3145080091857774,Total cost,0.5053302452451491,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.535823309320927e-05,0.0,4.074482355e-11,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Distance to Last Node,0.0,0.099,0.098,0.098,0.099,0.05,0.121,0.096,0.05,0.063,0.047
Total Cost,0.0,0.09131,0.17498,0.2342,0.27755,0.27325,0.34797,0.40692,0.43771,0.4765,0.50533
Joint 0: ,0.4,0.24,0.038,-0.164,-0.297,-0.422,-0.468,-0.508,-0.516,-0.521,-0.525
Joint 1: ,-1.45,-1.425,-1.336,-1.283,-1.169,-1.177,-1.126,-1.016,-1.012,-1.165,-1.318
Joint 2: ,1.0,0.947,0.896,0.978,0.968,1.075,0.749,0.503,0.388,0.297,0.206
Joint 3: ,-0.4,-0.524,-0.789,-0.962,-1.053,-1.105,-1.121,-1.179,-1.136,-0.828,-0.519
Joint 4: ,-0.1,-0.121,-0.139,-0.218,-0.25,-0.312,-0.412,-0.52,-0.54,-0.537,-0.534
Joint 5: ,-1.7,-1.76,-1.706,-1.773,-1.91,-1.962,-2.009,-1.776,-1.658,-1.846,-2.033
Joint 6: ,0.5,0.564,0.636,0.266,0.212,-0.109,0.316,0.848,1.145,1.915,2.686
Trial,44,Sim Type,3,Distance Weight,0.8,Random Seed,660,Min Iterations,1500,Distance cost,0.7396751684387894,Manip Cost,0.3096276526506799,Total cost,0.5952416108040868,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,0.0,0.0,1.0,1.0,7.722645436e-11,3.091762816128202e-05,3.130702923316554e-05,1.0,1.0,1.0,1.0,1.0,1.0,2.73738923321347e-05,2.892470217026593e-05,3.01193482735686e-05
Distance to Last Node,0.0,0.084,0.106,0.096,0.098,0.06,0.059,0.098,0.036,0.104,0.022,0.026,0.028,0.025,0.023,0.023,0.025
Total Cost,0.0,0.1185,0.17181,0.20809,0.23676,0.27383,0.34409,0.37573,0.45103,0.45674,0.47001,0.48581,0.50297,0.51838,0.53262,0.56924,0.59524
Joint 0: ,0.4,0.385,0.119,-0.122,-0.302,-0.411,-0.519,-0.598,-0.637,-0.723,-0.717,-0.741,-0.732,-0.723,-0.714,-0.705,-0.697
Joint 1: ,-1.45,-1.337,-1.221,-1.069,-1.084,-1.291,-1.497,-1.441,-1.192,-0.996,-1.043,-1.116,-1.185,-1.254,-1.322,-1.391,-1.459
Joint 2: ,1.0,0.889,1.09,1.042,1.074,1.416,1.758,1.546,1.114,0.634,0.685,0.829,0.921,1.012,1.104,1.195,1.287
Joint 3: ,-0.4,-0.435,-0.828,-1.077,-1.143,-1.284,-1.425,-1.206,-1.26,-1.152,-1.118,-1.056,-0.945,-0.833,-0.721,-0.609,-0.497
Joint 4: ,-0.1,-0.114,-0.298,-0.189,-0.273,-0.55,-0.826,-0.869,-0.669,-0.361,-0.551,-0.74,-0.887,-1.035,-1.182,-1.329,-1.477
Joint 5: ,-1.7,-2.006,-1.988,-1.845,-1.932,-2.17,-2.409,-2.567,-2.283,-1.985,-2.039,-2.07,-2.116,-2.161,-2.207,-2.252,-2.298
Joint 6: ,0.5,0.81,-0.099,0.153,-0.093,-0.909,-1.724,-1.567,-0.519,0.48,-0.942,-2.286,-3.773,-5.26,-6.747,-8.234,-9.721
Trial,45,Sim Type,3,Distance Weight,0.8,Random Seed,675,Min Iterations,1500,Distance cost,0.6623194059525122,Manip Cost,0.41519760621723356,Total cost,0.5309051628920779,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.648422436148804e-05,0.0,2.840494505e-11,4.095892444e-11,0.0,1.0,1.0,1.0,1.0,1.0,1.953724113982827e-05,2.043904955203388e-05
Distance to Last Node,0.0,0.05,0.1,0.095,0.098,0.098,0.077,0.096,0.041,0.027,0.027,0.054,0.055
Total Cost,0.0,0.0613,0.14454,0.20312,0.26452,0.32041,0.35755,0.37811,0.40308,0.41963,0.4361,0.46922,0.53091
Joint 0: ,0.4,0.272,0.098,-0.062,-0.248,-0.296,-0.351,-0.601,-0.534,-0.539,-0.544,-0.585,-0.627
Joint 1: ,-1.45,-1.416,-1.333,-1.301,-1.269,-1.253,-1.233,-1.237,-1.238,-1.244,-1.25,-1.306,-1.363
Joint 2: ,1.0,1.014,0.919,0.993,0.968,0.925,0.84,0.969,0.633,0.65,0.668,0.695,0.723
Joint 3: ,-0.4,-0.587,-0.785,-0.858,-1.004,-0.849,-0.776,-0.897,-0.802,-0.817,-0.831,-0.669,-0.506
Joint 4: ,-0.1,-0.115,-0.101,-0.155,-0.18,-0.355,-0.456,-0.451,-0.333,-0.539,-0.745,-0.855,-0.964
Joint 5: ,-1.7,-1.664,-1.691,-1.855,-1.879,-2.108,-2.215,-2.21,-2.26,-2.213,-2.166,-2.155,-2.144
Joint 6: ,0.5,0.383,0.634,0.293,0.239,0.021,0.005,0.158,1.468,0.235,-0.998,-2.243,-3.488
Trial,46,Sim Type,3,Distance Weight,0.8,Random Seed,690,Min Iterations,1500,Distance cost,0.6507519621380695,Manip Cost,0.204771138171134,Total cost,0.4945714912249329,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.675860196545574e-05,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Distance to Last Node,0.0,0.05,0.1,0.099,0.091,0.05,0.098,0.117,0.05,0.04,0.066,0.042
Total Cost,0.0,0.06127,0.1457,0.18651,0.20917,0.23995,0.30056,0.37276,0.40355,0.42793,0.46882,0.49457
Joint 0: ,0.4,0.258,0.067,-0.093,-0.355,-0.372,-0.547,-0.606,-0.709,-0.665,-0.607,-0.549
Joint 1: ,-1.45,-1.421,-1.352,-1.168,-1.151,-1.114,-1.115,-1.103,-1.226,-1.079,-1.201,-1.323
Joint 2: ,1.0,1.029,1.013,0.894,1.063,0.943,0.987,0.769,0.964,0.692,0.503,0.315
Joint 3: ,-0.4,-0.621,-0.845,-1.141,-1.303,-1.305,-1.317,-1.137,-0.99,-1.105,-0.811,-0.516
Joint 4: ,-0.1,-0.099,-0.177,-0.122,-0.267,-0.278,-0.393,-0.432,-0.579,-0.638,-0.63,-0.623
Joint 5: ,-1.7,-1.651,-1.672,-1.629,-1.584,-1.67,-1.812,-1.903,-2.038,-1.672,-1.862,-2.053
Joint 6: ,0.5,0.379,0.223,0.585,0.046,0.204,-0.126,0.145,-0.622,0.59,1.65,2.711
Trial,47,Sim Type,3,Distance Weight,0.8,Random Seed,705,Min Iterations,1500,Distance cost,0.6645873427555873,Manip Cost,0.5813463188569356,Total cost,0.5050863804942464,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.636124521808318e-05,0.0,1.616399139e-11,0.0,2.528969898e-11,2.092405813523302e-05,2.043116290978697e-05,1.0,1.0,2.493049758e-11
Distance to Last Node,0.0,0.095,0.096,0.098,0.05,0.099,0.125,0.05,0.068,0.039,0.102
Total Cost,0.0,0.08872,0.17672,0.23797,0.27805,0.33712,0.40787,0.42214,0.45792,0.4425,0.50509
Joint 0: ,0.4,0.218,0.132,0.035,-0.045,-0.132,-0.381,-0.415,-0.496,-0.484,-0.552
Joint 1: ,-1.45,-1.445,-1.397,-1.41,-1.377,-1.365,-1.307,-1.302,-1.224,-1.217,-1.324
Joint 2: ,1.0,1.0,0.767,0.764,0.733,0.685,0.756,0.735,0.515,0.342,0.333
Joint 3: ,-0.4,-0.606,-0.69,-0.637,-0.666,-0.582,-0.838,-0.789,-0.832,-0.792,-0.516
Joint 4: ,-0.1,-0.138,-0.126,-0.253,-0.255,-0.377,-0.428,-0.587,-0.423,-0.381,-0.638
Joint 5: ,-1.7,-1.734,-1.738,-1.981,-1.951,-2.097,-2.191,-2.201,-2.045,-1.974,-2.057
Joint 6: ,0.5,0.325,1.007,0.589,0.651,0.421,-0.185,-0.372,0.498,1.761,2.715
Trial,48,Sim Type,3,Distance Weight,0.8,Random Seed,720,Min Iterations,1500,Distance cost,0.6951583202465924,Manip Cost,0.4222622224484088,Total cost,0.553095886663433,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.572157106619524e-05,0.0,0.0,1.0,1.0,1.0,2.364444515654468e-05,2.463401544842215e-05,1.0,1.0,1.936596608462937e-05,1.577849721263804e-05,0.0,5.05392772e-11
Distance to Last Node,0.0,0.1,0.05,0.05,0.097,0.05,0.094,0.121,0.091,0.05,0.05,0.03,0.027,0.025,0.024
Total Cost,0.0,0.09194,0.14568,0.17572,0.21253,0.2134,0.27127,0.34563,0.43159,0.46277,0.46305,0.48122,0.51622,0.53513,0.5531
Joint 0: ,0.4,0.235,0.115,-0.008,-0.229,-0.291,-0.322,-0.394,-0.518,-0.616,-0.578,-0.567,-0.556,-0.545,-0.535
Joint 1: ,-1.45,-1.424,-1.331,-1.217,-1.18,-1.151,-1.211,-1.337,-1.353,-1.234,-1.247,-1.265,-1.283,-1.301,-1.319
Joint 2: ,1.0,0.967,0.981,0.943,1.012,0.97,0.886,0.877,0.925,0.94,0.847,0.698,0.548,0.398,0.248
Joint 3: ,-0.4,-0.522,-0.746,-0.965,-1.119,-1.142,-0.902,-0.825,-0.807,-0.97,-0.881,-0.791,-0.7,-0.609,-0.518
Joint 4: ,-0.1,-0.13,-0.174,-0.167,-0.216,-0.236,-0.281,-0.588,-0.705,-0.771,-0.999,-0.891,-0.784,-0.676,-0.569
Joint 5: ,-1.7,-1.773,-1.715,-1.579,-1.581,-1.646,-1.837,-1.986,-2.197,-2.087,-2.106,-2.09,-2.073,-2.057,-2.041
Joint 6: ,0.5,0.441,0.318,0.465,0.176,0.191,0.182,-0.446,-1.014,-1.03,-2.282,-1.038,0.206,1.45,2.695
Trial,49,Sim Type,3,Distance Weight,0.8,Random Seed,735,Min Iterations,1500,Distance cost,0.6890713106520413,Manip Cost,0.49408393075801427,Total cost,0.5616268806232545,Object Reduction,0.0,Contact Sample Chance,0.0,Parent finding radius R,0.125,Step Size,0.05,Goal Area Sample Probability,0.2,Goal Area Delta,0.2
Manipulability,2.637032736991858e-05,2.648327702e-11,0.0,4.54015561e-11,3.177791603e-11,1.0,1.0,1.0,4.921782187e-11,1.0,1.0,7.31406381e-11,1.745859672691401e-05,1.991133358582184e-05,2.21973282571545e-05
